VirusGENBANKaccession,Virus GENBANK accession,Virus name(s),Host source,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
KT809302,KT809302,Haloarcula californiae icosahedral virus 1,archaea,Varidnaviria,,Helvetiavirae,,Dividoviricota,,Laserviricetes,,Halopanivirales,,Sphaerolipoviridae,,Alphasphaerolipovirus,,Alphasphaerolipovirus viikkii
AP006270,AP006270,Adoxophyes honmai nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus adhonmai
EU839994,EU839994,Agrotis ipsilon multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus agipsilonis
DQ123841,DQ123841,Agrotis segetum nucleopolyhedrovirus A,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus agsegetum
KM102981,KM102981,Agrotis segetum nucleopolyhedrovirus B,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus alteragsegetum
AY327402,AY327402,Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus alterchofumiferanae
MK746083,MK746083,Chrysodeixis includens nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus alterchrincludentis
AY126275,AY126275,Mamestra configurata nucleopolyhedrovirus B,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus altermaconfiguratae
MH124167,MH124167,Mythimna unipuncta nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus altermyunipunctae
MT040195,MT040195,Spodoptera eridania nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus altersperidaniae
MH370144,MH370144,Spodoptera exigua multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus alterspexiguae
DQ813662,DQ813662,Anticarsia gemmatalis multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus angemmatalis
KR815466,KR815466,Anticarsia gemmatalis multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus angemmatalis
DQ486030,DQ486030,Antheraea pernyi nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus anpernyi
MN233792,MN233792,Artaxa digramma nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus ardigrammae
L22858,L22858,Autographa californica multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus aucalifornicae
DQ457003,DQ457003,Plutella xylostella multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus aucalifornicae
L33180,L33180,Bombyx mori nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus bomori
FJ882854,FJ882854,Bombyx mandarina nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus bomori
KF611977,KF611977,Buzura suppressaria nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus busuppressariae
KU565883,KU565883,Catopsilia pomona nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus capomonae
AF512031,AF512031,Choristoneura fumiferana multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus chofumiferanae
KF894742,KF894742,Choristoneura murinana nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus chomurinanae
KC961304,KC961304,Choristoneura rosaceana nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus chorosaceanae
KJ631622,KJ631622,Pseudoplusia includens single nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus chrincludentis
AY864330,AY864330,Chrysodeixis chalcites nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus chrychalcites
DQ504428,DQ504428,Clanis bilineata nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus clabilineatae
KJ631623,KJ631623,Condylorrhiza vestigialis multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus covestigialis
MH394321,MH394321,Cryptophlebia peltastica nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus crypeltasticae
KT957089,KT957089,Cyclophragma undans nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus cycundantis
MK558262,MK558262,Dione juno nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus dijunonis
DQ837165,DQ837165,Ectropis obliqua nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus ecobliquae
AY043265,AY043265,Epiphyas postvittana nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus eppostvittanae
OK091173,OK091173,Erannis ankeraria nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus erankerariae
FJ227128,FJ227128,Euproctis pseudoconspersa nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus eupseudoconspersae
AF271059,AF271059,Helicoverpa armigera nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus helarmigerae
AF303045,AF303045,Helicoverpa armigera nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus helarmigerae
AP010907,AP010907,Helicoverpa armigera nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus helarmigerae
KF158713,KF158713,Hemileuca sp. nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus heleucae
AP009046,AP009046,Hyphantria cunea nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus hycuneae
MH261376,MH261376,Hyposidra talaca nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus hytalacae
KP752043,KP752043,Lambdina fiscellaria nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus lafiscellariae
AY394490,AY394490,Leucania separata nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus leseparatae
KP763670,KP763670,Lonomia obliqua multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus lonobliquae
AF081810,AF081810,Lymantria dispar multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus lydisparis
GQ202541,GQ202541,Lymantria xylina multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus lyxylinae
JQ798165,JQ798165,Mamestra brassicae multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus mabrassicae
U59461,U59461,Mamestra configurata nucleopolyhedrovirus A,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus maconfiguratae
AF539999,AF539999,Mamestra configurata nucleopolyhedrovirus A,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus maconfiguratae
EF125867,EF125867,Maruca vitrata nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus mavitratae
MF375894,MF375894,Mythimna unipuncta nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus myunipunctae
MZ766431,MZ766431,Olene mendosa nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus olmendosae
MF614691,MF614691,Operophtera brumata nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus opbrumatae
EU309041,EU309041,Orgyia leucostigma nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus orleucostigmae
U75930,U75930,Orgyia pseudotsugata multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus orpseudotsugatae
MF143631,MF143631,Oxyplax ochracea nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus oxochraceae
KM596836,KM596836,Perigonia lusca single nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus peluscae
KM009991,KM009991,Peridroma species nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus pesauciae
MK419956,MK419956,Rachiplusia nu nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus ranus
AY145471,AY145471,Rachiplusia ou multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus raous
MH320559,MH320559,Spodoptera eridania nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus speridaniae
MH717816,MH717816,Spodoptera exempta nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus spexemptae
AF169823,AF169823,Spodoptera exigua multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus spexiguae
JX454574,JX454574,Spodoptera littoralis nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus splittoralis
AF325155,AF325155,Spodoptera litura nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus spliturae
EF035042,EF035042,Spodoptera frugiperda multiple nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus spofrugiperdae
KJ676450,KJ676450,Sucra jujuba nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus sujujubae
JX467702,JX467702,Thysanoplusia orichalcea nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus thorichlaceae
MW645368,MW645368,Trabala vishnou gigantina nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus travishnous
DQ017380,DQ017380,Trichoplusia ni single nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus trini
KR011717,KR011717,Urbanus proteus nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus urprotei
AF016916,AF016916,Wiseana signata nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Alphabaculovirus wisignatae
AF547984,AF547984,Adoxophyes orana granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus adoranae
KR584663,KR584663,Agrotis segetum granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus agsegetum
KR091910,KR091910,Clostera anastomosis granulovirus B,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus alterclanastomosis
KX855660,KX855660,Mythimna unipuncta granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus altermyunipunctae
GQ884143,GQ884143,Pieris rapae granulovirus Wuhan,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus arrapae
DQ333351,DQ333351,Choristoneura occidentalis granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus chofumiferanae
HQ116624,HQ116624,Clostera anachoreta granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus clanachoretae
KC179784,KC179784,Clostera anastomosis granulovirus A,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus clanastomosis
KU593505,KU593505,Cnaphalocrocis medinalis granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus cnamedinalis
AY229987,AY229987,Cryptophlebia leucotreta granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus cryleucotretae
U53466,U53466,Cydia pomonella granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus cypomonellae
KP296186,KP296186,Diatraea saccharalis granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus disaccharalis
JN408834,JN408834,Epinotia aporema granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus epaporemae
KJ406702,KJ406702,Erinnyis ello granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus erellonis
AF142425,AF142425,Harrisina brillians granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus habrilliantis
EU255577,EU255577,Helicoverpa armigera granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus helarmigerae
MH923363,MH923363,Hyphantria cunea granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus hycuneae
Y08294,Y08294,Lacanobia oleracea granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus lacoleraceae
MT844067,MT844067,Matsumuraeses phaseoli granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus maphaseoli
KR011718,KR011718,Mocis latipes granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus molatipedis
EU678671,EU678671,Pseudaletia unipuncta granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus myunipunctae
AF499596,AF499596,Phthorimaea operculella granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus phoperculellae
KX151395,KX151395,Plodia interpunctella granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus plinterpunctellae
AF270937,AF270937,Plutella xylostella granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus pluxylostellae
DQ288858,DQ288858,Spodoptera litura granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus spliturae
KM371112,KM371112,Spodoptera frugiperda granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus spofrugiperdae
KU752557,KU752557,Trichoplusia ni granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus trini
AF162221,AF162221,Xestia c-nigrum granulovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Betabaculovirus,,Betabaculovirus xecnigri
AF403738,AF403738,Culex nigripalpus nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Deltabaculovirus,,Deltabaculovirus cunigripalpi
DQ317692,DQ317692,Neodiprion abietis nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Gammabaculovirus,,Gammabaculovirus neabietis
AY349019,AY349019,Neodiprion lecontei nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Gammabaculovirus,,Gammabaculovirus nelecontei
AY430810,AY430810,Neodiprion sertifer nucleopolyhedrovirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Gammabaculovirus,,Gammabaculovirus nesertiferis
EF568108,EF568108,Glossina pallidipes salivary gland hypertrophy virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Hytrosaviridae,,Glossinavirus,,Glossinavirus glopallidipedis
EU522111,EU522111,Musca domestica salivary gland hypertrophy virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Hytrosaviridae,,Muscavirus,,Muscavirus musdomesticae
KY457233,KY457233,Tomelloso virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus alterdromelanogasteris
MF966379,MF966379,Drosophila innubila nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus droinnubilae
KX130344,KX130344,Kallithea virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus dromelanogasteris
EF203088,EF203088,Gryllus bimaculatus nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus grybimaculati
EU747721,EU747721,Oryctes rhinoceros nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus oryrhinocerotis
MG969167,MG969167,Mauternbach virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus quartudromelanogasteris
KY608910,KY608910,Esparto virus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Alphanudivirus,,Alphanudivirus tertidromelanogasteris
AF451898,AF451898,Heliothis zea nudivirus 1,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Betanudivirus,,Betanudivirus hezeae
JN418988,JN418988,Helicoverpa zea nudivirus 2,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Betanudivirus,,Betanudivirus hezeae
KM610234,KM610234,Tipula oleracea nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Deltanudivirus,,Deltanudivirus tipoleraceae
MZ311578,MZ311578,Carcinus maenas nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Gammanudivirus,,Gammanudivirus cameanadis
MZ311577,MZ311577,Crangon crangon nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Gammanudivirus,,Gammanudivirus cracrangonis
MK439999,MK439999,Homarus gammarus nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Gammanudivirus,,Gammanudivirus hogammari
KJ184318,KJ184318,Penaeus monodon nudivirus,invertebrates,,,,,,,Naldaviricetes,,Lefavirales,,Nudiviridae,,Gammanudivirus,,Gammanudivirus pemonodonis
AF332093,AF332093,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
AF440570,AF440570,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
AF369029,AF369029,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
JX515788,JX515788,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KT995472,KT995472,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KT995470,KT995470,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KT995471,KT995471,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KY827813,KY827813,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KU216744,KU216744,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
KX686117,KX686117,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
MF768985,MF768985,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
MG702567,MG702567,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
MH090824,MH090824,white spot syndrome virus,invertebrates,,,,,,,Naldaviricetes,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus
AJ416153,AJ416153,Ageratum yellow vein Singapore alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Ageyesisatellite,,Ageyesisatellite agerasingaporense
HG530543,HG530543,cotton leaf curl Saudi Arabia alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Ageyesisatellite,,Ageyesisatellite gossypiarabiaense
KX363561,KX363561,ash gourd yellow vein mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite benincasae
KU923759,KU923759,begomovirus-associated alphasatellite sp.,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite capsici
MN203219,MN203219,Begomovirus-associated alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite chiapasense
FN436007,FN436007,Cleome leaf crumple alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite cleomis
FN658711,FN658711,croton yellow vein mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite crotonis
HM163578,HM163578,melon chlorotic mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite cucumeris
FN436008,FN436008,Euphorbia yellow mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite euphorbiae
KT099170,KT099170,whitefly associated Puerto rico alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite guatemalaense
KT099173,KT099173,whitefly associated Puerto Rico alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite puertoricoense
HE806451,HE806451,Sida Cuba alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite sidacubaense
MH577036,MH577036,Tomato leaf curl Anand alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite solanumanandense
MH550542,MH550542,tomato leaf curl New Delhi alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite solanumdelhiense
MN518743,MN518743,Tomato yellow spot alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite solanumflavusamaculasecundi
KX348228,KX348228,tomato yellow spot alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite solanumflavusmaculaprimi
